viewId,chartType,queryStr,resolvedQueryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
accessibility-of-statins-in-the-public-health-sector,WorldMap,,,994287af2ab83b098d9410dc28d435eb,accessibility-of-statins-in-the-public-health-sector_v12_850x600.svg,2,47,261149872,26526
account-at-financial-institution,WorldMap,,,56b9ea799e59a5e39f743d72ecdacef1,account-at-financial-institution_v27_850x600.svg,2,31,247292560,24984
ace-north-atlantic-hurricanes,StackedBar,,,f132c5f94929f1bd6d89de0bc73a529d,ace-north-atlantic-hurricanes_v8_850x600.svg,2,79,348067528,5100
acres-burned-per-wildfire-usa,StackedBar,,,b71f461d4132d96ea8f9b40003404833,acres-burned-per-wildfire-usa_v5_850x600.svg,2,22,272181480,1055
acres-burned-usa,StackedBar,,,d7ae611924310f64163d033321d1eb96,acres-burned-usa_v6_850x600.svg,4,51,238771208,1238
active-mobile-money-accounts,StackedArea,,,78658c966d65cf4c865f7d4666387f50,active-mobile-money-accounts_v15_850x600.svg,2,21,242233448,3048
adequacy-of-social-insurance-programs,WorldMap,,,4be882cefcffa0abef08e29fba9c7bc9,adequacy-of-social-insurance-programs_v17_850x600.svg,3,34,275276544,16487
adequacy-of-social-safety-net-programs,WorldMap,,,c29b9b8d595fad944b2d9cf25dfc5b9e,adequacy-of-social-safety-net-programs_v15_850x600.svg,3,36,207976264,15942
adequacy-of-unemployment-benefits,DiscreteBar,,,5b45879f4fe8be487a3f6a2145a292cd,adequacy-of-unemployment-benefits_v14_850x600.svg,7,23,261794168,3780
adjusted-net-saving-current-us-dollars,LineChart,,,4b75e6fa78b297762fa08fc6c9455d08,adjusted-net-saving-current-us-dollars_v13_850x600.svg,6,60,408652304,145924
adjusted-net-savings-per-person,LineChart,,,fe940401714798ebe4d47fd42515e38e,adjusted-net-savings-per-person_v13_850x600.svg,4,28,288672416,128704
adolescent-fertility,WorldMap,,,0911be7ad800a81d033a8aa590e5d19e,adolescent-fertility_v23_850x600.svg,4,45,290314144,107948
adolescent-fertility-15-19,WorldMap,,,fd4fdb983f4dd97d09bdedfc1186e4a0,adolescent-fertility-15-19_v28_850x600.svg,2,44,263826496,120998
adoption-of-mobile-money-accounts-vs-adoption-of-mobile-phones,ScatterPlot,,,90da1fa724cb348237f55eb4166354d6,adoption-of-mobile-money-accounts-vs-adoption-of-mobile-phones_v18_850x600.svg,3,32,282809976,23225
adoption-of-new-icd-guidelines-who-mortality-database,StackedBar,,,5584e14c1fca6d900fc638477ba27799,adoption-of-new-icd-guidelines-who-mortality-database_v20_850x600.svg,1,36,207312896,4078
adult-obesity-vs-protein,ScatterPlot,,,4524e09bb69bf8375fcc58e46d733910,adult-obesity-vs-protein_v17_850x600.svg,50,132,432229544,748049
adult-population-covered-in-primary-data-on-the-prevalence-of-major-depression,DiscreteBar,,,683b324846a4f7a218c1422d8daffc63,adult-population-covered-in-primary-data-on-the-prevalence-of-major-depression_v9_850x600.svg,2,41,319445808,698
adult-population-covered-in-primary-data-on-the-prevalence-of-mental-illnesses,DiscreteBar,,,cfb484b322ebd7508ab49c66d95d3f78,adult-population-covered-in-primary-data-on-the-prevalence-of-mental-illnesses_v11_850x600.svg,5,26,267229112,4137
adults-living-alone,LineChart,,,74087085b88f3cf1cba9de710501a356,adults-living-alone_v7_850x600.svg,4,32,289526072,1715
adults-smoking-2007-2018,ScatterPlot,,,6672a0f7a15288ec41ce7c1508436600,adults-smoking-2007-2018_v22_850x600.svg,7,49,242759832,80558
advertising-expenditure-and-market-share-of-breakfast-cereals-in-chicago,ScatterPlot,,,13b40aec03f3061c552be923571dafe5,advertising-expenditure-and-market-share-of-breakfast-cereals-in-chicago_v16_850x600.svg,1,17,271682376,2377
affected-by-disasters-vs-gdp,ScatterPlot,,,df988b21989891268e6c37ae0226c1e7,affected-by-disasters-vs-gdp_v13_850x600.svg,25,158,321760944,493631
affiliation-researchers-building-artificial-intelligence-systems-all,StackedBar,,,fae825c511e9bb21a06d8d269b121848,affiliation-researchers-building-artificial-intelligence-systems-all_v164_850x600.svg,1,63,328480512,7151
affordability-cigarettes,WorldMap,,,3669a776d9ef744593e203c7aad28a17,affordability-cigarettes_v12_850x600.svg,2,24,304701512,31318
african-elephant-carcass-ratio,DiscreteBar,,,b6a1e15ae6d59c75071ec32e22e554cd,african-elephant-carcass-ratio_v5_850x600.svg,1,14,292591360,373
african-elephants,LineChart,,,7e8958b6517becfb363d2d2be5e79665,african-elephants_v8_850x600.svg,3,19,322828856,2671
after-the-golden-age-unemployment-and-inflation-in-advanced-economies,LineChart,,,78fe77d935a43855b68d135475f9f831,after-the-golden-age-unemployment-and-inflation-in-advanced-economies_v8_850x600.svg,2,19,280560848,4081
age-at-marriage-women,LineChart,,,30280fb03168eedf1ff551999105a256,age-at-marriage-women_v32_850x600.svg,3,41,361951368,19576
age-dependency-breakdown,StackedArea,,,0ea9b222e30d73b82386caa84ee91a8a,age-dependency-breakdown_v18_850x600.svg,38,57,319756416,1289186
age-dependency-ratio-of-working-age-population,WorldMap,,,79eb6eb029540c1a4b6992081c949632,age-dependency-ratio-of-working-age-population_v18_850x600.svg,4,34,308074512,642824
age-dependency-ratio-old,WorldMap,,,94ed0de7248a2ebb8f775a71d665fab4,age-dependency-ratio-old_v22_850x600.svg,4,44,273672016,645919
age-dependency-ratio-projected-to-2100,LineChart,,,c7d560fd6582f71831de54d535ffae66,age-dependency-ratio-projected-to-2100_v15_850x600.svg,47,98,380349904,1311674
age-dependency-ratio-young-of-working-age-population,WorldMap,,,1887a1f709db29147cce3de25d6db8f4,age-dependency-ratio-young-of-working-age-population_v20_850x600.svg,3,52,351731016,643267
age-group-with-the-largest-population,WorldMap,,,f642fd80899c956e8ea3e7ca80c35085,age-group-with-the-largest-population_v14_850x600.svg,4,29,331856136,589567
age-of-consent-same-sex-different-sex-partners,WorldMap,,,060b9ac6b2c425e683a60072c591743c,age-of-consent-same-sex-different-sex-partners_v19_850x600.svg,4,29,456910488,260964
age-of-consent-same-sex-partners-equaldex,WorldMap,,,9447bb53cf9506a024ae3254cb3d0578,age-of-consent-same-sex-partners-equaldex_v22_850x600.svg,2,18,289889336,219612
age-of-democracy-polity,WorldMap,,,cd3cc9e7eb173010e6fb21af8fe4563d,age-of-democracy-polity_v56_850x600.svg,4,79,301349296,651384
age-of-electoral-democracy,WorldMap,,,72d29b24add29fc6e0b3b9755f40b4cb,age-of-electoral-democracy_v53_850x600.svg,5,68,411012128,1270651
age-of-electoral-democracy-lexical,WorldMap,,,0c21c38b3c07e3fa3a332303c12fbef7,age-of-electoral-democracy-lexical_v56_850x600.svg,5,50,363549696,1687711
age-of-full-democracy,WorldMap,,,8ee8053ef5f055250a5b06c212fbf5a7,age-of-full-democracy_v60_850x600.svg,6,119,494298824,1734696
age-of-liberal-democracy-row,WorldMap,,,470a48f4a67c692a9c93dcef731b9d90,age-of-liberal-democracy-row_v50_850x600.svg,5,44,271250240,1324156
age-of-mothers-at-childbirth-by-year,LineChart,,,b2a6d47a8f37a43599ff9dcbff99d5a6,age-of-mothers-at-childbirth-by-year_v16_850x600.svg,124,186,362637496,2531639
age-standardized-death-rate-by-cause,StackedArea,,,e362aeb0f868d1aebfe0d1e02e529cb2,age-standardized-death-rate-by-cause_v24_850x600.svg,57,91,346254800,975503
age-standardized-deaths-from-all-causes,WorldMap,,,8a8c900b7a2893c7be7d861dea91198c,age-standardized-deaths-from-all-causes_v29_850x600.svg,3,37,333587096,325786
age-when-first-had-anxiety-depression,StackedDiscreteBar,,,a8de643722206e34d30a0b4a28836819,age-when-first-had-anxiety-depression_v22_850x600.svg,2,17,314414624,1751
agri-environmental-policies-gdp,ScatterPlot,,,eb2c39f749a02fb08b46e6214185d7db,agri-environmental-policies-gdp_v12_850x600.svg,11,98,421890736,256352
agri-environmental-policies-intensity,WorldMap,,,981373c355c93e385286374d9b160264,agri-environmental-policies-intensity_v2_850x600.svg,3,27,511682496,6087
agricultural-area-per-capita,LineChart,,,a111c50387316f7523ae343e179b756c,agricultural-area-per-capita_v11_850x600.svg,5,64,291355448,477546
agricultural-export-subsidies,LineChart,,,d38c0bb1560054161e00fdcf305474f7,agricultural-export-subsidies_v16_850x600.svg,2,13,354806000,30590
agricultural-general-services-support,WorldMap,,,26c5a46cb3144d274d658ea03cccf30f,agricultural-general-services-support_v3_850x600.svg,1,131,327055000,3132
agricultural-land,WorldMap,,,2221370d10f9990a281d843ec33c2d2f,agricultural-land_v11_850x600.svg,3,37,376041016,527513
agricultural-land-area-by-farm-size,StackedDiscreteBar,,,d4be883498e89cccb207708ea707c63e,agricultural-land-area-by-farm-size_v8_850x600.svg,4,34,491206304,20936
agricultural-land-irrigation,WorldMap,,,49e72435f2df3a53f7ad203a3c3d70e5,agricultural-land-irrigation_v19_850x600.svg,2,26,392374608,40936
agricultural-output-dollars,LineChart,,,c7134cf2bcbaab94acb03db31681a7c6,agricultural-output-dollars_v6_850x600.svg,10,27,391956168,362692
agricultural-producer-support,WorldMap,,,573fc6473319b101471e4206058f8960,agricultural-producer-support_v3_850x600.svg,1,65,334003224,3385
agricultural-water-as-a-share-of-total-water-withdrawals,WorldMap,,,cc981651287d490634b223b68addd9cf,agricultural-water-as-a-share-of-total-water-withdrawals_v17_850x600.svg,5,71,423474424,194787
agricultural-water-withdrawals,WorldMap,,,e52218751487e0a1edc53fbbdc2702a1,agricultural-water-withdrawals_v6_850x600.svg,3,61,342843144,17923
agricultural-water-withdrawals-vs-gdp-per-capita,ScatterPlot,,,e6b364cb0ca6bd9fb35d8748e2257f47,agricultural-water-withdrawals-vs-gdp-per-capita_v29_850x600.svg,21,97,391697968,445354
agriculture-more-less-land,WorldMap,,,f8a278ae3353b9aaf47dbc6f6b5bae4f,agriculture-more-less-land_v14_850x600.svg,3,90,523533640,453051
agriculture-orientation-index,WorldMap,,,976456539a8f4e500486f88052b3c4ea,agriculture-orientation-index_v19_850x600.svg,2,30,351236216,135043
agriculture-share-gdp,WorldMap,,,92e078027db0e8fb68a4a488f968fed4,agriculture-share-gdp_v13_850x600.svg,7,91,454353016,324141
agriculture-value-added-per-worker-vs-gdp-per-capita,ScatterPlot,,,19c21ae55cfa524907743838e76e6aa4,agriculture-value-added-per-worker-vs-gdp-per-capita_v30_850x600.svg,155,697,478597808,2283474
agriculture-value-added-per-worker-wdi,WorldMap,,,5d92306c189f4e36cf32b5bad1d292fe,agriculture-value-added-per-worker-wdi_v16_850x600.svg,2,43,367012984,200529
agriculture-vs-non-agriculture-share-in-informal-employment,ScatterPlot,,,b882535cc0e47c48d5bb5fe31564e30e,agriculture-vs-non-agriculture-share-in-informal-employment_v17_850x600.svg,4,76,357017960,76247
ai-frontiermath-over-time,ScatterPlot,,,829da604188e311f8deade93fc952309,ai-frontiermath-over-time_v16_850x600.svg,3,69,553125592,3546
air-conditioners-projections,StackedArea,,,5eddcabee5e9dfdd0906ecef7a0b62ab,air-conditioners-projections_v4_850x600.svg,2,23,420945072,20835
air-passenger-kilometers,WorldMap,,,1ae30974e91f3aa33104c9feb25ccb56,air-passenger-kilometers_v7_850x600.svg,2,94,424338688,36566
air-passengers-carried,WorldMap,,,87e66bcdedf7d8a5bc612af87e3581fc,air-passengers-carried_v23_850x600.svg,12,169,361561136,279171
air-passengers-per-fatality,LineChart,,,7fcfc2f617747d2f9608616fde3febb0,air-passengers-per-fatality_v12_850x600.svg,5,30,395177024,1833
air-pollutant-emissions,LineChart,,,2fc3af39230dc170b5f68d5ebe8277fb,air-pollutant-emissions_v4_850x600.svg,2,18,335522800,6634
air-pollution-deaths-by-age,StackedArea,,,1d279d25694d28120f7c89689994fa0f,air-pollution-deaths-by-age_v17_850x600.svg,40,61,434176048,1300731
air-pollution-deaths-country,WorldMap,,,105256a2915fdbfd070a71ab164c77b2,air-pollution-deaths-country_v17_850x600.svg,4,57,355646600,258837
air-pollution-london-vs-delhi,LineChart,,,6c544a766c8155b10d4544575f9a4455,air-pollution-london-vs-delhi_v9_850x600.svg,3,112,478358768,11595
air-pollution-vs-gdp-per-capita,ScatterPlot,,,9880d1e0731745418debb5d9c7b2a3c4,air-pollution-vs-gdp-per-capita_v22_850x600.svg,73,247,502644024,1852033
air-transport-freight-ton-km,WorldMap,,,d8202edc04b0eac00fc4f52c4d0a8e03,air-transport-freight-ton-km_v20_850x600.svg,17,139,191901912,245991
air-trips-per-capita,WorldMap,,,86efac86408e01dbb3f0a0c84c7fe6ae,air-trips-per-capita_v6_850x600.svg,2,90,372988208,11472
airline-capacity-and-traffic,LineChart,,,8a67c5eab0b6e0fc836bec5a19915f10,airline-capacity-and-traffic_v13_850x600.svg,5,31,390108808,6482
airline-passenger-load-factor,StackedArea,,,a0b2c7ea3f720797846e485a361e1950,airline-passenger-load-factor_v10_850x600.svg,2,33,354488704,4563
airliner-hijackings-and-fatalities-from-them,StackedBar,,,7bfc77dd821a3b8ffea7603beaa60d1c,airliner-hijackings-and-fatalities-from-them_v22_850x600.svg,3,195,441697760,4328
alcohol-attributable-fraction-of-mortality,WorldMap,,,9d50fb9d258adff52734e9ca6e9a318a,alcohol-attributable-fraction-of-mortality_v14_850x600.svg,4,23,384713416,6025
alcohol-by-type-1890,StackedArea,,,de8a179c833e57690835f53a56b3ab79,alcohol-by-type-1890_v6_850x600.svg,2,21,372238912,5239
alcohol-consumption-by-15-19-year-old-males-vs-females,ScatterPlot,,,03674d345327d9ced2a49931928b0c9a,alcohol-consumption-by-15-19-year-old-males-vs-females_v23_850x600.svg,70,283,518537872,1852191
alcohol-consumption-by-tourists,DiscreteBar,,,1bc1b3c564c813c337ca9d3c2cffa9da,alcohol-consumption-by-tourists_v14_850x600.svg,2,24,389581400,823
alcohol-consumption-in-15-19-year-olds,WorldMap,,,5602985e0a4c5f8b69f6f594e711acbf,alcohol-consumption-in-15-19-year-olds_v14_850x600.svg,11,37,207573464,5274
alcohol-consumption-per-capita-men-women,ScatterPlot,,,f2f7c4515b984c804254f1bffc6cea07,alcohol-consumption-per-capita-men-women_v11_850x600.svg,212,475,451304728,2529273
alcohol-consumption-per-person-us,StackedArea,,,7abd94145b4e7d35e2e2264cc7b88621,alcohol-consumption-per-person-us_v9_850x600.svg,14,59,406895304,8016
alcohol-consumption-vs-gdp-per-capita,ScatterPlot,,,e171a4a584d655b3b9ada68a3a104066,alcohol-consumption-vs-gdp-per-capita_v34_850x600.svg,105,313,283837680,371334
alcohol-disorders-dalys-age-standardized-rate,WorldMap,,,02e4c4636f4da31f314df77a4f6316fe,alcohol-disorders-dalys-age-standardized-rate_v21_850x600.svg,2,167,382850416,252496
alcohol-drug-use-disorders-share-total-disease,WorldMap,,,4fb02721e5b974df68eafc86ff43f69c,alcohol-drug-use-disorders-share-total-disease_v28_850x600.svg,6,66,464670384,263421
alcohol-expenditure,StackedArea,,,d8cfae91a11dd500c288077749d37008,alcohol-expenditure_v7_850x600.svg,10,58,503615120,16623
alcohol-expenditure-as-share-of-total,WorldMap,,,1b1c22d138c53b52c6614a306b07b15d,alcohol-expenditure-as-share-of-total_v15_850x600.svg,2,32,393735472,13697
alcohol-or-drug-use-disorders-male-vs-female,ScatterPlot,,,ac4548c575228ead7464f9350219cc26,alcohol-or-drug-use-disorders-male-vs-female_v29_850x600.svg,108,335,576324664,2363888
alcohol-related-crimes-of-all-crimes,DiscreteBar,,,b4ee569a2d2a68f40f12a44ff956b51c,alcohol-related-crimes-of-all-crimes_v17_850x600.svg,3,22,537704736,6460
almond-yields,WorldMap,,,388ea4c35c5a14cdb43daa07637f20f0,almond-yields_v11_850x600.svg,6,43,482433192,137592
alzheimers-parkinsons-prevalence,DiscreteBar,,,2e37735b7c71754b93987cf049e8ee58,alzheimers-parkinsons-prevalence_v11_850x600.svg,10,28,513009960,538199
americans-worry-work-being-automated,StackedBar,,,c887830abb97da2927e953fd9fb343a8,americans-worry-work-being-automated_v32_850x600.svg,2,19,421960312,12454
amount-of-foreign-aid-spend-in-recipient-countries,LineChart,,,678530f2c3a5089eb288e7721ccf39a3,amount-of-foreign-aid-spend-in-recipient-countries_v13_850x600.svg,4,46,515032672,53395
anemia-pregnant-women-vs-children,ScatterPlot,,,520e7f33a5cbc753dfbd6ff776a12a0a,anemia-pregnant-women-vs-children_v27_850x600.svg,7,57,528794048,267863
anemia-risk-groups,DiscreteBar,,,a7963c108d9000fb34e82067db0500bb,anemia-risk-groups_v7_850x600.svg,11,36,414029384,400035
animal-lives-lost-direct,DiscreteBar,,,44b256d4f00721a65a2063ee4a668877,animal-lives-lost-direct_v9_850x600.svg,2,13,468442528,481
animal-lives-lost-total,DiscreteBar,,,79a72555b3944ac9fc92beb54da9f014,animal-lives-lost-total_v6_850x600.svg,2,9,532567328,485
animal-protein-consumption,StackedDiscreteBar,,,be1d4b6e9f0fd63e39a94aeb090604c7,animal-protein-consumption_v16_850x600.svg,65,130,419138416,3482263
animal-protein-vs-gdp,ScatterPlot,,,cef5d70208055255e7c52ac9e62a7b00,animal-protein-vs-gdp_v38_850x600.svg,19,87,486186944,687243
animals-slaughtered-for-meat,LineChart,,,0639021202083fc44cef7e1a4e86387e,animals-slaughtered-for-meat_v21_850x600.svg,56,99,533361320,2630603
annual-afforestation,WorldMap,,,20b16ed09b0e39ddc0070abee4cf812c,annual-afforestation_v9_850x600.svg,3,34,265106208,18303
annual-area-burnt-by-wildfires,StackedBar,,,17e6119985087d65c59ef2c79e4a6659,annual-area-burnt-by-wildfires_v22_850x600.svg,3,36,518845280,112466
annual-area-burnt-by-wildfires-gwis,LineChart,,,0cfa4e5beb4dde820ac3b6a7aa25ddd2,annual-area-burnt-by-wildfires-gwis_v14_850x600.svg,3,31,578036560,165016
annual-area-burnt-per-wildfire,WorldMap,,,5283fb209b9e0142f076fc994fae3388,annual-area-burnt-per-wildfire_v29_850x600.svg,3,31,281995968,91113
annual-area-burnt-per-wildfire-vs-number-of-fires,ScatterPlot,,,be28e81a0e4b44f9bf90d5f0e184e163,annual-area-burnt-per-wildfire-vs-number-of-fires_v17_850x600.svg,5,42,521767304,206224
annual-broad-money-growth,WorldMap,,,d0d3fb129640b415d4bb0067b8406937,annual-broad-money-growth_v10_850x600.svg,5,32,437632656,106315
annual-burned-area-by-landcover,StackedArea,,,eaf655982b1b08b21031c3242814a90f,annual-burned-area-by-landcover_v17_850x600.svg,12,58,556770144,794380
annual-carbon-dioxide-emissions,StackedBar,,,55e3be6685aef46021e3984b6991ec6b,annual-carbon-dioxide-emissions_v24_850x600.svg,2,44,537054808,194544
annual-change-coal,WorldMap,,,2ea54a6aedb2f0b547904e375f217b6e,annual-change-coal_v32_850x600.svg,5,27,302157120,213820
annual-change-forest-area,WorldMap,,,f49f769a11dcfde7cc3fab20d39d7ce0,annual-change-forest-area_v15_850x600.svg,2,36,460052184,272062
annual-change-fossil-fuels,WorldMap,,,72c4e1078c081e23b939c4d3e932c2bf,annual-change-fossil-fuels_v22_850x600.svg,2,25,324558512,214940
annual-change-gas,WorldMap,,,a04e5229e1d0ca262816a534cf6f1c93,annual-change-gas_v21_850x600.svg,3,23,575089904,210247
annual-change-hydro,WorldMap,,,d1e744a265e0aebb2beb277f2165d429,annual-change-hydro_v24_850x600.svg,6,37,594946288,212491
annual-change-in-average-female-height,LineChart,,,482f1f6fa9688c8a804c862145858fa4,annual-change-in-average-female-height_v9_850x600.svg,7,29,515801824,657833
annual-change-in-average-male-height,LineChart,,,130dc50292562765378c667abd1e54ac,annual-change-in-average-male-height_v9_850x600.svg,4,34,550331680,656742
annual-change-in-solar-and-wind-energy-generation,LineChart,,,3673ac34b4d92b2f27ca6b46ae5dc15b,annual-change-in-solar-and-wind-energy-generation_v10_850x600.svg,3,21,601112168,252760
annual-change-low-carbon-energy,WorldMap,,,f7dd18332ad3fa935d6d8978ad8a0e5d,annual-change-low-carbon-energy_v26_850x600.svg,3,30,478885232,213454
annual-change-nuclear,WorldMap,,,18af4324666ed60d24eb00d9cacaaf96,annual-change-nuclear_v25_850x600.svg,2,25,537484344,222461
annual-change-oil,LineChart,,,15553cc5a5211becb886f88c68e2a228,annual-change-oil_v22_850x600.svg,5,30,555429032,215283
annual-change-primary-energy-source,DiscreteBar,,,64c1c9984305afe04c9587f82c6fca96,annual-change-primary-energy-source_v22_850x600.svg,42,71,317944368,1653954
annual-change-renewables,WorldMap,,,9f69fdef81443013baedc2785bb32842,annual-change-renewables_v23_850x600.svg,3,23,621965832,213616
annual-change-solar,WorldMap,,,fb2a618f325e1f0110c4e22cc961d72b,annual-change-solar_v25_850x600.svg,2,55,614350088,189263
annual-change-wind,WorldMap,,,fca863a230524767d2fd6f8a08d9dd82,annual-change-wind_v26_850x600.svg,5,36,496496528,190828
annual-co-emissions-by-region,StackedArea,,,af00b6bea21e1ec858fefe8a43512b45,annual-co-emissions-by-region_v54_850x600.svg,9,75,554560472,940158
annual-co-emissions-from-aviation,WorldMap,,,305e3e47242c19d25ace5ec0be68b9ca,annual-co-emissions-from-aviation_v12_850x600.svg,2,24,572726776,52943
annual-co2-cement,WorldMap,,,d2da3523cf3f8c04d8fce643eadcba98,annual-co2-cement_v29_850x600.svg,6,38,595418840,826441
annual-co2-coal,WorldMap,,,531c23201c34c61b1fc50a42db800c15,annual-co2-coal_v31_850x600.svg,5,48,349079792,682637
annual-co2-emissions-per-country,LineChart,,,8d512633d29a62fdff5741a53dfb3f58,annual-co2-emissions-per-country_v56_850x600.svg,5,35,654659448,940158
annual-co2-flaring,WorldMap,,,5101feefcb057073416f1f361753ce6f,annual-co2-flaring_v27_850x600.svg,3,30,551625104,453237
annual-co2-gas,WorldMap,,,744da4255b75afae60d892ad1c6fd2dd,annual-co2-gas_v26_850x600.svg,10,61,468551440,526339
annual-co2-including-land-use,WorldMap,,,ecc6714f4d044eb78df3ff68445cb154,annual-co2-including-land-use_v19_850x600.svg,9,66,619951784,786108
annual-co2-oil,WorldMap,,,86e110498b5a4a04c53ddb588ae42661,annual-co2-oil_v32_850x600.svg,6,78,676686512,785430
annual-co2-other-industry,WorldMap,,,dfcfe255d2d7edf75258df958d56c359,annual-co2-other-industry_v38_850x600.svg,4,45,571615352,100865
annual-condoms-distributed-and-sold-per-1000-people,WorldMap,,,869ab775a90cf148ee2234b6dfde97b1,annual-condoms-distributed-and-sold-per-1000-people_v9_850x600.svg,3,26,366144656,15501
annual-death-rate-by-age-group,DiscreteBar,,,7e91595d7320e1602fe4b9a8a8409b3d,annual-death-rate-by-age-group_v15_850x600.svg,62,92,577676672,2488296
annual-death-rates-in-different-age-groups,LineChart,,,c5bd6e7229865083cae183c096c97ee1,annual-death-rates-in-different-age-groups_v17_850x600.svg,117,173,493448352,4058711
annual-death-rates-in-different-age-groups-by-sex,DiscreteBar,,,0c788d82688cb774e430b7e9e6719e9e,annual-death-rates-in-different-age-groups-by-sex_v27_850x600.svg,238,274,659336224,9381200
annual-death-rates-in-different-age-groups-females,LineChart,,,b6cf60d86c82468f81483f213a678d29,annual-death-rates-in-different-age-groups-females_v24_850x600.svg,73,124,660160368,4024623
annual-death-rates-in-different-age-groups-males,LineChart,,,c7ce94c51d4f489db67d6797cd5fea8f,annual-death-rates-in-different-age-groups-males_v25_850x600.svg,83,146,709668144,4032072
annual-deaths-by-age,DiscreteBar,,,5f4166b874a2cca7da43e310d241b25c,annual-deaths-by-age_v33_850x600.svg,330,367,425260872,11153747
annual-deaths-by-age-england-and-wales,StackedArea,,,b4ca987e63e67c8507222b5023c0da0d,annual-deaths-by-age-england-and-wales_v10_850x600.svg,2,15,604900544,6301
annual-deaths-from-outdoor-air-pollution-by-region,StackedArea,,,105cc00bd64ac32c9edca154eaf90496,annual-deaths-from-outdoor-air-pollution-by-region_v20_850x600.svg,2,24,581817040,259076
annual-deforestation,WorldMap,,,596043b272a8c8e636e48a828f61cef5,annual-deforestation_v10_850x600.svg,1,16,598250848,20132
