chartId,slug,chartType,queryStr,md5,svgFilename,durationReceiveData,durationTotal,heapUsed,totalDataFileSize
250,life-satisfaction-vs-child-mortality,ScatterPlot,,3253eb4b71a22009f9465085aa9b9bed,life-satisfaction-vs-child-mortality_v40_850x600.svg,423,1219,229512560,2361474
251,gdp-vs-happiness,ScatterPlot,,b986527e9d352a336451953a9381a4bf,gdp-vs-happiness_v51_850x600.svg,46,240,316928136,313224
254,median-age,LineChart,,5be825b6b29880f44e1e9227b371cb6b,median-age_v36_850x600.svg,217,301,329557352,1168608
257,median-and-mean-income-after-tax-lis,LineChart,,8bd98c8c14f379bb9afddfd9b7d3145c,median-and-mean-income-after-tax-lis_v24_850x600.svg,7,38,281318304,60084
259,physical-integrity-rights-score-fariss-kenwick-reuning,WorldMap,,9e66635410a9fcc0d48eb5287c0eaa6a,physical-integrity-rights-score-fariss-kenwick-reuning_v33_850x600.svg,10,266,340518760,467014
270,total-government-expenditure-on-education-gdp,WorldMap,,5073a6d74cf1dfda7f53902d0b39243f,total-government-expenditure-on-education-gdp_v24_850x600.svg,6,71,305336232,170575
271,share-of-education-in-government-expenditure,WorldMap,,9c69c5f6842b16000294a0d554445714,share-of-education-in-government-expenditure_v23_850x600.svg,2,65,306262712,130141
273,primary-edu-spending-vs-overall-edu-spending,ScatterPlot,,9cb61369bd6575e994df27421149b5a3,primary-edu-spending-vs-overall-edu-spending_v19_850x600.svg,28,284,356541512,294317
275,share-edu-spending-gdp-vs-share-edu-total-spending,ScatterPlot,,befcc95e90afc8b4ccef48dd393c047b,share-edu-spending-gdp-vs-share-edu-total-spending_v31_850x600.svg,34,278,382498160,304806
277,average-oecd-education-expenditure-by-source-of-funding-gdp,StackedArea,,98bbd3a36b4e3e33e20f13eda1e95a81,average-oecd-education-expenditure-by-source-of-funding-gdp_v7_850x600.svg,2,38,309977296,557
282,costs-of-66-different-technologies-over-time,LineChart,,bcb4cf3b7a8ddf3b5c8fb73a2933931c,costs-of-66-different-technologies-over-time_v14_850x600.svg,35,250,164472928,43050
287,public-health-insurance-coverage,LineChart,,e175a1427e4345021a98e2f31e3d4006,public-health-insurance-coverage_v6_850x600.svg,4,53,315640344,770
288,percentage-of-persons-without-health-insurance-coverage-us,LineChart,,daa54bae0a9f9b648c51bbdd6b30aed0,percentage-of-persons-without-health-insurance-coverage-us_v4_850x600.svg,2,44,231105128,1142
292,demographic-transition-sweden,LineChart,,3d2fb0cbee9a7c18e515d4b8ee047aba,demographic-transition-sweden_v21_850x600.svg,72,187,358156608,457654
293,interpersonal-trust-in-the-us,LineChart,,19ac283fd1aaaa86608a646757bdaf52,interpersonal-trust-in-the-us_v13_850x600.svg,20,37,320913592,868
294,human-rights-index-vs-gdp-per-capita,ScatterPlot,,26bf2eb442255d3e2fc08fb77a9ec3a5,human-rights-index-vs-gdp-per-capita_v52_850x600.svg,769,1559,424984032,3534610
295,self-reported-trust-attitudes,WorldMap,,c18911473360a42d89e214fb4efa68f2,self-reported-trust-attitudes_v20_850x600.svg,3,22,342014056,13660
296,public-trust-in-government,LineChart,,3ffb0c2c60f1f4860d0f302556f1eefd,public-trust-in-government_v16_850x600.svg,3,56,363010704,1357
297,human-development-index,WorldMap,,dc228ce92c34b4b56a557a89d9b4ed3a,human-development-index_v31_850x600.svg,11,77,180095528,206213
298,children-woman-death-vs-survival,StackedArea,,95d35081349392b05984591f71b43af0,children-woman-death-vs-survival_v16_850x600.svg,170,227,376781400,1108951
299,share-of-children-vaccinated-against-measles,WorldMap,,61a77ae3ee80d6367477baed1b41ecf7,share-of-children-vaccinated-against-measles_v28_850x600.svg,11,110,364205312,243685
300,literate-and-illiterate-world-population,StackedArea,,b6883e8621e673b4c83431c591fbcef6,literate-and-illiterate-world-population_v26_850x600.svg,54,231,208015352,124465
304,interpersonal-trust-in-europe,WorldMap,,93514db51f5a8b153ddd8560b7b1cd4d,interpersonal-trust-in-europe_v18_850x600.svg,4,145,358434096,920
305,oecd-average-trust-in-governments,LineChart,,7910ae59bc8e36912c988788908d7ec7,oecd-average-trust-in-governments_v16_850x600.svg,3,89,158447624,602
306,interpersonal-trust-vs-income-inequality,ScatterPlot,,db87b20b08f8882b4700bcadde6cb212,interpersonal-trust-vs-income-inequality_v50_850x600.svg,656,1159,253060928,1936077
308,trust-in-others-vs-trust-in-police,ScatterPlot,,a79cd49cc7623c22c229e9fd0397464f,trust-in-others-vs-trust-in-police_v22_850x600.svg,309,670,205966352,1843300
311,prevalence-of-undernourishment,LineChart,,5120cb76d7b500801b0d80011e907b5b,prevalence-of-undernourishment_v46_850x600.svg,3,88,308070440,132965
317,primary-enrollment-selected-countries,LineChart,,02b6d38337bf1c41b8ef7299e1ee30b6,primary-enrollment-selected-countries_v27_850x600.svg,3,187,220171112,281806
318,primary-school-attendance-selected-countries,WorldMap,,8a0f254f85d3a556ac57787f81067459,primary-school-attendance-selected-countries_v17_850x600.svg,52,238,168345136,18948
319,mean-years-of-schooling-long-run,WorldMap,,59f4b9915c72af64d5f2caedf087537a,mean-years-of-schooling-long-run_v19_850x600.svg,3,269,324456376,124033
320,gender-ratios-for-mean-years-of-schooling,WorldMap,,b36b9baf8e0e24366890fedf445b08f0,gender-ratios-for-mean-years-of-schooling_v23_850x600.svg,4,210,187665344,43137
323,share-food-exports,SlopeChart,,9d905d5ff6b3c2758ae9c059c4213f02,share-food-exports_v17_850x600.svg,3,99,378738600,282711
324,share-manufacture-exports,LineChart,,be0f0f785b51f055a299a3a509b4ba7f,share-manufacture-exports_v13_850x600.svg,3,88,181272408,280888
325,real-transport-and-communication-costs,LineChart,,aad1169063f6d74188777b353ea5b2c9,real-transport-and-communication-costs_v6_850x600.svg,5,77,182555576,6846
327,growth-of-global-trade,LineChart,,80cd0908d9eb602c07eaf08183157e70,growth-of-global-trade_v9_850x600.svg,20,48,228941880,7275
328,data-deprivation-poverty-surveys-per-decade,WorldMap,,431c7bda678f0ee01c43331dd79b0025,data-deprivation-poverty-surveys-per-decade_v28_850x600.svg,10,117,194890296,293051
329,tax-revenue-national-income-longrun,LineChart,,a5935dabb52f0360169fe201b1d57d73,tax-revenue-national-income-longrun_v3_850x600.svg,4,66,178259512,10273
330,government-revenues-national-income,StackedArea,,a617414949bee079b24c402fe0da1bca,government-revenues-national-income_v3_850x600.svg,4,24,241860344,1459
331,income-taxes-share-of-revenue-europe,LineChart,,d9a0db1b4cbe1c18db116567aba31472,income-taxes-share-of-revenue-europe_v4_850x600.svg,2,45,195552560,25122
332,tax-revenues-by-source-gdp-la,StackedArea,,87aaf277d79810424fdae75082006b70,tax-revenues-by-source-gdp-la_v5_850x600.svg,4,51,251725768,22240
333,tax-revenues-as-a-share-of-gdp-unu-wider,WorldMap,,7bb15a2c3e86321067a6c680d190b42f,tax-revenues-as-a-share-of-gdp-unu-wider_v32_850x600.svg,71,223,181982168,212215
334,composition-of-tax-revenues-regional,LineChart,,1f3acfdda73475473cd1071d0bbf0675,composition-of-tax-revenues-regional_v5_850x600.svg,2,44,182130560,3458
336,taxes-on-incomes-of-individuals-and-corporations-gdp,WorldMap,,38f2080a53a85bc517fef859a6903e48,taxes-on-incomes-of-individuals-and-corporations-gdp_v16_850x600.svg,2,47,246727800,185520
337,maximum-marginal-tax-rates-on-individual-income,LineChart,,79f8d9e300248b7f5480eb74d7701c20,maximum-marginal-tax-rates-on-individual-income_v5_850x600.svg,2,49,189670064,3739
338,top-income-tax-rates-piketty,LineChart,,0e2f0c6f4f7a17e0d69c856de095754d,top-income-tax-rates-piketty_v3_850x600.svg,2,20,180446608,14975
339,taxes-on-goods-and-services-gdp,WorldMap,,43e660f53c030bf26953d6e01aa2ad96,taxes-on-goods-and-services-gdp_v18_850x600.svg,3,66,340184768,184806
340,tax-revenues-vs-gdp-per-capita,ScatterPlot,,ad68b652991856ab942ca2ccbf4e1075,tax-revenues-vs-gdp-per-capita_v42_850x600.svg,460,935,341618592,2285701
341,reduction-in-income-inequality,LineChart,,a8b2d10c760ee2ec9604061f3c2f06dd,reduction-in-income-inequality_v21_850x600.svg,2,27,188598712,19699
343,ti-corruption-perception-index,WorldMap,,d55c3a9fabf3f197ce4fd0cabcba5a32,ti-corruption-perception-index_v19_850x600.svg,8,65,195262968,70602
351,unpaid-parking-violations-per-diplomat,WorldMap,,c1e8a1e74ddec83229b56503b0018710,unpaid-parking-violations-per-diplomat_v7_850x600.svg,3,210,190064536,4154
360,total-gov-expenditure-gdp-wdi,WorldMap,,a64ab4a623d762ab737e4327ef423391,total-gov-expenditure-gdp-wdi_v16_850x600.svg,4,80,202898056,158830
361,total-gov-expenditure-percapita-oecd,DiscreteBar,,d6db781ecac2d28cf1f0beff98e26c5d,total-gov-expenditure-percapita-oecd_v11_850x600.svg,3,44,196665280,25934
362,share-social-protection-in-government-exp-oecd,LineChart,,54971f6269fa53402a3be402cb639d1a,share-social-protection-in-government-exp-oecd_v37_850x600.svg,3,45,201350928,19597
364,historical-gov-spending-gdp,WorldMap,,7ba9f838f0e56165915efcbcf802afee,historical-gov-spending-gdp_v18_850x600.svg,2,120,273245832,296466
365,share-of-employee-compensation-in-public-spending,WorldMap,,c71bd62ca929163c18a9aa33f8985d94,share-of-employee-compensation-in-public-spending_v15_850x600.svg,3,103,209215200,156108
366,share-of-government-expenditure-going-to-interest-payments,WorldMap,,2c31d861cd7cc6a0522897d4f49068a6,share-of-government-expenditure-going-to-interest-payments_v12_850x600.svg,3,232,213506176,156319
367,oecd-expenditures-on-government-outsourcing-gdp,DiscreteBar,,98eb306bb0e0e6896dcdebacdb6360cb,oecd-expenditures-on-government-outsourcing-gdp_v15_850x600.svg,2,33,214705560,20781
368,government-procurement-share-gdp,DiscreteBar,,4055437a0962e54cd39d944c26388f23,government-procurement-share-gdp_v9_850x600.svg,2,21,198573880,23682
369,gov-procurement-share-gov-expenditure,DiscreteBar,,5396005b5ae92d983c63786097c2f0ca,gov-procurement-share-gov-expenditure_v11_850x600.svg,3,25,354312664,23266
370,government-spending-vs-gdp-per-capita,ScatterPlot,,744d6c1a9290af0ec4cc1bb6c7345b88,government-spending-vs-gdp-per-capita_v38_850x600.svg,504,1614,440723904,2791069
372,inequality-of-incomes-before-and-after-taxes-and-transfers,LineChart,,eaa896eeb7bbc02343555bfc3ad58524,inequality-of-incomes-before-and-after-taxes-and-transfers_v34_850x600.svg,4,25,205853504,35431
373,economic-inequality-gini-index,WorldMap,,8a0a5fa7da6b6aadf58ac9da60aa788e,economic-inequality-gini-index_v91_850x600.svg,9,137,372918760,90036
374,gini-coefficient-vs-gdp-per-capita-pip,ScatterPlot,,632a998e60bdb454706b93497ec20dcf,gini-coefficient-vs-gdp-per-capita-pip_v84_850x600.svg,297,720,306475944,2163522
383,total-population-living-in-extreme-poverty-by-world-region,StackedArea,,a9a484d1550db5ea6878f059fa369e24,total-population-living-in-extreme-poverty-by-world-region_v58_850x600.svg,7,88,219740824,87134
385,gini-coefficient-before-and-after-tax-lis,LineChart,,d6acc32f39737453646d0aefa52c0b9a,gini-coefficient-before-and-after-tax-lis_v49_850x600.svg,5,82,217489056,43256
386,human-rights-index-vs-electoral-democracy-index,ScatterPlot,,caff83fe2ac736e856c759d7790004b3,human-rights-index-vs-electoral-democracy-index_v51_850x600.svg,145,588,298846192,2068362
387,gdp-per-capita-vs-electoral-democracy-index,ScatterPlot,,ce3fbaf2fe6d0009850c0b54d818c713,gdp-per-capita-vs-electoral-democracy-index_v59_850x600.svg,174,1147,497112960,1681279
388,child-mortality-vs-electoral-democracy,ScatterPlot,,2a0dfc8a46edf554ad05b68a9b8d86b7,child-mortality-vs-electoral-democracy_v54_850x600.svg,243,599,261074656,1485329
389,infant-mortality,WorldMap,,b2e6e19d09be890760835fb9d0f09dda,infant-mortality_v40_850x600.svg,11,163,208776856,452873
390,population-with-un-projections,LineChart,,72c75316923993067b4f72c53defbdd4,population-with-un-projections_v53_850x600.svg,116,230,247521392,1228499
392,share-of-population-living-with-less-than-190-and-320-per-day,LineChart,,c6e8a6c4fcb36a01ebd769021b7c56be,share-of-population-living-with-less-than-190-and-320-per-day_v47_850x600.svg,31,72,227762208,187512
397,global-child-mortality-timeseries,StackedArea,,817dfd5e45a3cb4183821b41c5deb96a,global-child-mortality-timeseries_v18_850x600.svg,3,37,221737312,13445
398,share-of-the-world-population-with-at-least-basic-education,StackedArea,,faa7246ee62297034c229c1c12c63a25,share-of-the-world-population-with-at-least-basic-education_v31_850x600.svg,4,35,236452168,52508
401,population-regions-with-projections,StackedArea,,c804f405bb938d873713d399f5f21588,population-regions-with-projections_v57_850x600.svg,30,168,400421944,2461098
403,number-of-countries-having-implemented-a-vat,LineChart,,823cfa009acba6642a3a946076b63e6c,number-of-countries-having-implemented-a-vat_v4_850x600.svg,3,26,234108104,1434
407,child-mortality-vs-population-growth,ScatterPlot,,c52aac3b727199070d0663e5e48c7834,child-mortality-vs-population-growth_v36_850x600.svg,428,990,341988616,2994056
408,continents-according-to-our-world-in-data,WorldMap,,ee50724c02178e64190432f22e7dcaba,continents-according-to-our-world-in-data_v13_850x600.svg,2,28,270975304,9298
410,natural-population-growth,LineChart,,e0a4912d49d9d1ea82c258f54944d65c,natural-population-growth_v41_850x600.svg,197,256,474350880,1179454
413,share-multi-poverty,WorldMap,,86a3cad546ae0d8ed2f102c2995a3c9d,share-multi-poverty_v44_850x600.svg,3,33,231592288,13092
415,global-child-deaths-by-cause,SlopeChart,,52966169295c5862c581f4469c4c5bd1,global-child-deaths-by-cause_v21_850x600.svg,1,44,246263568,3489
417,share-extreme-poverty-vs-share-mpi-poor,ScatterPlot,,ddf004e618ec118696f9e8ec18188aab,share-extreme-poverty-vs-share-mpi-poor_v83_850x600.svg,333,722,311915896,1939074
418,poverty-vs-life-expectancy,ScatterPlot,,6e3ffa02e63065a472375599371b86e0,poverty-vs-life-expectancy_v60_850x600.svg,404,884,372156024,2508290
419,poverty-vs-mean-schooling,ScatterPlot,,4571b3f09573cf538c627a23e71073ef,poverty-vs-mean-schooling_v48_850x600.svg,163,495,328818096,2059623
421,child-deaths-igme-data,StackedArea,,b4b438e68dcdc8f209da525f3c87c319,child-deaths-igme-data_v31_850x600.svg,3,38,235373744,334300
444,gdp-price-levels-relative-to-the-us,LineChart,,63a53c1e8b8b6ad3cfa603fc81075230,gdp-price-levels-relative-to-the-us_v16_850x600.svg,2,45,418865456,232132
446,poverty-headcount-rate-vs-poverty-gap,ScatterPlot,,1a9d1af0199d312b648c4e9105916241,poverty-headcount-rate-vs-poverty-gap_v62_850x600.svg,337,767,334520840,2027256
448,total-shortfall-from-extreme-poverty,WorldMap,,defce7a1bc9aed66fefe79f2ebd2bec2,total-shortfall-from-extreme-poverty_v44_850x600.svg,3,179,481681848,91852
449,gdp-per-capita-in-international-and-market-dollars,LineChart,,604d97cc986f653a3d8523048ee61a46,gdp-per-capita-in-international-and-market-dollars_v23_850x600.svg,46,99,424269680,644300
450,price-levels-relative-to-us-vs-gdp-per-capita,ScatterPlot,,977b977eba54d21fb46d0763bece3695,price-levels-relative-to-us-vs-gdp-per-capita_v36_850x600.svg,215,680,412076800,2314916
463,tax-revenue-per-capita-and-public-health-spending-per-capita-in-developing-countries-in,ScatterPlot,,5a4bb6c9b8ac878b9bc417704cc9b6fe,tax-revenue-per-capita-and-public-health-spending-per-capita-in-developing-countries-in_v20_850x600.svg,262,702,509823824,2122287
468,confidence-in-the-effectiveness-of-vaccines-vs-perception-of-importance,ScatterPlot,,e8fee0498ddd530da6715323feb01f49,confidence-in-the-effectiveness-of-vaccines-vs-perception-of-importance_v18_850x600.svg,7,69,506910080,29922
469,perception-of-the-safety-of-vaccines-vs-vaccine-coverage,ScatterPlot,,9868c972f707ba5281d9d682f0647986,perception-of-the-safety-of-vaccines-vs-vaccine-coverage_v19_850x600.svg,28,119,328568920,266587
471,share-of-children-immunized-dtp3,WorldMap,,2161542b3794cc5eb780f1736529472a,share-of-children-immunized-dtp3_v24_850x600.svg,3,55,288778832,247047
475,total-gdp-in-the-uk-since-1270,LineChart,,3e2a43d34810db1ec25e2540b0c11fc4,total-gdp-in-the-uk-since-1270_v13_850x600.svg,2,37,367192064,28156
476,gdp-per-capita-in-the-uk-since-1270,LineChart,,b352119b98a39c7d140296e9916f2f0b,gdp-per-capita-in-the-uk-since-1270_v10_850x600.svg,2,26,370840600,23008
483,co2-emissions-vs-gdp,ScatterPlot,,abad0622c64182e18ad6ec42302e6a66,co2-emissions-vs-gdp_v67_850x600.svg,354,1533,592449040,3393712
485,cumulative-co-emissions,LineChart,,3504c37ed60a5b09c4ea09b800bb2cad,cumulative-co-emissions_v40_850x600.svg,10,62,388312976,907196
486,co-emissions-per-capita,LineChart,,30c5e5d3497ab8e3f221cd0dad6ef841,co-emissions-per-capita_v59_850x600.svg,14,80,306174376,899109
488,annual-co2-emissions-per-country,LineChart,,5587ae6db8b0d875fb771e85741c2efa,annual-co2-emissions-per-country_v55_850x600.svg,12,123,340663520,940154
489,death-rate-from-air-pollution-per-100000,WorldMap,,ef0f6d0cb7fab42ad92e7248765caaa6,death-rate-from-air-pollution-per-100000_v21_850x600.svg,3,83,359044880,237682
491,absolute-number-of-deaths-from-ambient-particulate-air-pollution,LineChart,,15d17b0ef127439123253f00a856f75e,absolute-number-of-deaths-from-ambient-particulate-air-pollution_v4_850x600.svg,3,46,384556560,29854
493,dalys-particulate-matter,WorldMap,,32b22f206ed3679740b95af36226a4fc,dalys-particulate-matter_v16_850x600.svg,3,48,321353720,237506
495,so-emissions-by-world-region-in-million-tonnes,StackedArea,,826204dc461664b3262aca560988b168,so-emissions-by-world-region-in-million-tonnes_v8_850x600.svg,25,129,411127912,2126076
496,health-protection-coverage,WorldMap,,08c06cec5eda57a94fc8700f1caead84,health-protection-coverage_v5_850x600.svg,2,33,349537464,4507
500,ozone-o3-concentration-in-ppb,WorldMap,,6a4dc4295e262677ca4e0bccf7865353,ozone-o3-concentration-in-ppb_v7_850x600.svg,2,41,534776632,34956
502,death-rate-from-pm25-vs-pm25-concentration,ScatterPlot,,c44d228dace01549814f9b4c8fd981e6,death-rate-from-pm25-vs-pm25-concentration_v45_850x600.svg,179,590,443518040,2146953
503,childhood-deaths-from-the-five-most-lethal-infectious-diseases-worldwide,LineChart,,2ea429196a8275e5fc76e982da552d83,childhood-deaths-from-the-five-most-lethal-infectious-diseases-worldwide_v25_850x600.svg,112,146,358324328,1894799
